HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;PSH;PSD;PSA;MaxH;MaxD;MaxA;AvgH;AvgD;AvgA
Barcelona;Villarreal;4;0;H;4;0;H;17;5;9;1;9;10;8;4;0;1;0;0;153;433;6;153;45;575;156;453;577;16;48;64;154;449;573
Sociedad;Valencia;0;1;A;0;0;D;11;9;3;5;16;15;9;3;1;5;0;0;153;42;575;153;425;625;158;444;594;163;455;66;156;429;586
Getafe;Betis;3;0;H;3;0;H;8;10;4;2;15;17;1;4;4;4;0;1;245;31;3;26;29;31;255;315;32;261;319;331;251;307;311
Girona;Ath Madrid;0;0;D;0;0;D;9;16;3;2;13;10;5;7;1;0;0;0;75;42;145;775;4;15;859;411;148;91;425;152;801;405;148
Villarreal;Alaves;3;1;H;2;1;H;10;8;6;3;11;13;2;0;0;2;0;0;157;38;575;162;37;625;16;411;608;166;415;63;161;39;584
Oviedo;Elche;0;1;A;0;1;A;12;5;4;2;9;14;3;2;2;2;0;0;18;35;45;183;37;433;184;364;467;188;37;489;183;35;463
Real Madrid;Mallorca;1;0;H;0;0;D;15;11;5;5;11;7;4;7;2;1;0;0;122;6;11;126;6;115;126;627;1265;129;67;14;126;604;1155
Ath Bilbao;Vallecano;0;1;A;0;0;D;13;3;4;1;15;16;5;2;3;5;0;2;153;38;65;155;38;725;158;383;704;164;395;73;157;373;682
Sevilla;Levante;1;0;H;0;0;D;16;3;2;1;14;17;2;4;5;2;0;0;14;45;75;142;46;8;143;462;817;149;49;817;144;459;725
Celta;Barcelona;0;3;A;0;1;A;10;6;3;3;22;10;3;7;5;5;0;1;575;42;153;55;41;16;589;451;156;625;47;16;576;44;155
Mallorca;Oviedo;1;2;A;1;1;D;9;11;3;5;11;21;3;4;2;3;0;1;235;3;34;24;3;33;239;315;348;244;326;355;237;307;333
Ath Madrid;Villarreal;0;0;D;0;0;D;14;6;1;2;11;7;9;1;1;2;0;0;161;39;55;17;375;525;17;385;56;173;396;595;168;375;539
Elche;Girona;0;0;D;0;0;D;2;18;0;4;8;26;0;5;0;2;0;0;31;31;245;31;31;245;321;327;247;323;327;252;311;313;244
Sociedad;Getafe;3;0;H;1;0;H;11;5;6;1;21;13;5;4;3;3;0;0;225;31;35;235;31;33;235;313;361;238;318;371;231;306;344
Valencia;Betis;0;2;A;0;1;A;5;17;2;8;11;14;4;7;2;2;0;0;28;32;26;265;33;27;282;336;27;286;342;27;275;326;264
Osasuna;Celta;2;0;H;1;0;H;14;9;5;3;19;10;6;5;3;3;0;0;27;31;275;275;295;285;269;314;302;28;334;307;266;308;288
Alaves;Ath Bilbao;1;0;H;0;0;D;8;8;3;0;20;17;0;6;2;3;1;0;33;29;237;33;3;24;342;302;251;354;315;251;335;295;243
Levante;Real Madrid;0;2;A;0;1;A;11;13;4;3;14;8;4;6;2;1;0;0;6;45;15;6;46;15;645;466;152;655;505;155;6;457;151
Vallecano;Espagnol;1;1;D;0;1;A;14;13;4;5;16;16;2;5;2;2;0;0;3;3;26;295;3;265;314;302;269;314;315;274;3;296;264
Barcelona;Sevilla;1;1;D;1;1;D;12;13;5;1;11;18;6;5;1;1;0;0;157;433;525;162;41;525;165;417;555;166;445;57;162;422;518
Espagnol;Sevilla;1;0;H;0;0;D;13;8;3;3;16;11;5;1;4;4;0;1;42;34;19;41;35;191;43;349;198;46;355;202;423;34;194
Celta;Ath Madrid;0;2;A;0;1;A;15;9;5;4;16;18;8;4;3;4;0;0;55;33;175;55;325;178;572;331;183;575;35;185;534;335;178
Real Madrid;Vallecano;0;1;A;0;1;A;14;14;2;5;7;5;4;11;2;0;0;0;118;7;15;122;675;12;123;708;1352;125;72;17;122;664;1322
Getafe;Barcelona;1;0;H;0;0;D;9;7;4;1;20;10;7;2;4;3;0;0;475;38;172;5;37;172;509;375;178;545;384;18;488;37;175
Oviedo;Osasuna;0;0;D;0;0;D;10;8;6;2;14;14;6;7;2;3;0;1;26;3;3;26;3;3;271;312;301;272;32;31;262;303;298
Ath Bilbao;Levante;2;0;H;0;0;D;14;6;5;1;11;10;9;3;3;1;0;0;205;32;4;21;32;39;212;336;395;217;348;4;207;329;382
Villarreal;Valencia;2;1;H;1;1;D;16;11;6;3;13;8;3;7;4;1;1;0;16;4;525;165;4;525;166;427;53;171;433;55;165;403;504
Alaves;Elche;0;2;A;0;1;A;13;7;2;3;11;11;2;6;2;5;0;0;175;33;55;175;34;55;179;35;559;185;35;561;177;336;529
Girona;Mallorca;2;2;D;0;1;A;12;5;7;3;14;24;3;1;1;2;0;0;225;29;38;225;3;37;232;312;371;236;315;39;225;299;369
Betis;Sociedad;0;3;A;0;1;A;7;8;1;5;11;18;6;2;2;1;0;0;25;325;29;245;35;28;254;356;287;254;364;3;247;344;283
Elche;Valencia;2;1;H;2;0;H;3;14;2;4;15;8;0;7;3;2;0;0;32;31;24;33;325;23;32;324;246;331;33;247;317;318;24
Barcelona;Real Madrid;1;3;A;1;1;D;10;15;4;9;11;13;7;7;3;2;0;0;2;36;36;205;35;36;207;376;366;211;386;375;203;366;355
Osasuna;Ath Bilbao;1;0;H;0;0;D;7;13;2;5;18;10;2;5;3;2;0;0;325;29;24;33;29;25;342;3;252;345;32;258;328;295;247
Sevilla;Oviedo;0;1;A;0;1;A;21;3;3;1;11;12;13;3;0;3;0;0;145;433;75;148;44;7;151;435;764;154;469;83;148;426;731
Ath Madrid;Betis;2;0;H;0;0;D;13;12;6;3;19;12;8;5;2;0;0;1;155;38;65;16;38;625;159;41;656;163;42;665;158;398;618
Mallorca;Alaves;0;2;A;0;0;D;5;14;1;4;9;7;2;4;1;0;1;0;23;29;35;235;285;37;241;296;373;241;309;377;235;289;36
Vallecano;Villarreal;0;0;D;0;0;D;5;7;0;2;15;7;0;5;2;2;0;0;36;33;21;37;32;215;36;339;223;385;339;226;36;324;216
Getafe;Espagnol;0;1;A;0;1;A;10;5;1;2;19;23;6;1;4;2;0;0;185;31;5;185;31;525;197;309;518;201;317;532;192;304;495
Sociedad;Girona;4;1;H;1;0;H;13;6;6;4;12;11;4;5;2;1;0;0;157;375;6;162;375;6;165;384;634;169;394;635;163;376;596
Levante;Celta;1;1;D;0;0;D;10;10;3;3;11;19;3;2;2;2;0;0;237;325;3;245;32;285;251;34;303;255;352;31;245;331;294
Oviedo;Vallecano;0;2;A;0;2;A;9;6;3;4;10;10;7;2;1;1;0;0;255;275;33;255;28;33;265;286;338;267;292;351;26;28;332
Real Madrid;Girona;4;1;H;2;0;H;13;9;6;2;16;9;6;3;0;2;0;0;133;525;9;14;5;75;138;536;863;145;55;9;138;509;801
Ath Bilbao;Sevilla;2;1;H;0;1;A;16;7;5;3;17;19;6;1;5;5;0;0;3;3;26;295;3;265;313;298;272;318;306;277;305;295;264
Osasuna;Ath Madrid;1;3;A;0;1;A;8;11;3;6;12;10;3;2;1;2;0;0;55;33;175;5;33;183;557;338;182;557;362;184;514;337;18
Alaves;Barcelona;1;1;D;1;0;H;4;25;3;9;16;4;2;14;4;3;1;0;65;475;144;7;45;145;689;498;147;73;511;151;673;471;146
Betis;Elche;3;1;H;2;0;H;17;4;10;2;13;12;1;1;2;1;0;0;145;433;75;145;433;75;148;454;779;154;465;825;147;432;724
Celta;Sociedad;1;4;A;0;2;A;9;9;2;7;19;16;2;3;2;5;1;0;3;32;245;3;325;245;311;333;25;316;338;256;303;323;245
Espagnol;Levante;1;1;D;1;1;D;5;19;2;4;7;14;2;8;2;3;1;0;225;32;34;22;325;35;231;333;346;233;344;356;225;325;337
Valencia;Getafe;2;2;D;1;0;H;11;16;5;5;18;25;0;3;8;5;1;1;31;31;245;32;3;245;339;299;255;34;312;259;326;295;248
Villarreal;Mallorca;2;0;H;2;0;H;11;11;5;1;13;13;6;4;1;3;0;0;161;4;55;157;41;575;162;405;626;166;41;645;161;395;581
Elche;Celta;1;1;D;1;1;D;8;14;1;6;18;12;3;3;3;4;0;0;4;33;195;41;34;195;409;341;206;417;348;217;397;332;204
Girona;Oviedo;1;1;D;0;1;A;14;8;6;3;16;30;4;3;2;0;0;0;205;33;36;215;31;38;218;326;389;222;33;393;215;316;376
Barcelona;Betis;5;2;H;1;1;D;18;12;9;6;8;10;9;5;2;2;0;1;14;5;75;14;5;725;14;536;791;144;575;89;14;512;735
Sevilla;Osasuna;1;0;H;0;0;D;9;10;1;2;11;19;3;0;2;3;0;0;15;4;7;157;39;65;154;426;715;161;434;746;155;402;66
Ath Madrid;Vallecano;4;0;H;2;0;H;17;10;7;3;10;9;2;7;1;1;0;0;14;42;10;145;39;95;142;436;11;146;447;11;143;412;968
Getafe;Villarreal;1;3;A;1;2;A;13;9;5;5;18;11;3;3;3;4;0;0;25;31;3;26;3;3;266;31;309;269;324;312;258;305;301
Sociedad;Espagnol;2;0;H;2;0;H;22;2;9;1;8;11;15;0;2;1;1;0;165;38;525;167;4;5;169;408;531;175;415;575;168;387;512
Levante;Alaves;1;1;D;0;1;A;18;6;5;2;12;16;12;1;1;6;0;1;215;34;34;215;33;35;224;345;35;232;352;355;22;335;339
Mallorca;Ath Bilbao;2;1;H;1;0;H;7;17;4;2;23;11;2;11;4;2;0;0;33;29;237;325;295;245;366;301;24;37;307;253;343;293;24
Valencia;Real Madrid;4;1;H;2;1;H;7;16;4;6;13;14;1;8;3;2;0;0;6;475;145;625;44;15;63;496;15;695;506;153;62;471;148
Osasuna;Girona;1;1;D;0;1;A;18;6;7;5;14;15;4;3;2;3;0;0;24;3;325;24;3;33;243;311;345;248;315;347;241;306;33
Levante;Elche;1;1;D;1;0;H;13;11;5;5;15;11;5;4;1;4;0;0;157;4;575;157;433;55;16;428;563;166;44;59;16;419;547
Villarreal;Real Madrid;1;1;D;0;1;A;13;6;1;1;16;14;4;2;1;2;0;0;287;38;225;285;38;23;304;386;23;306;4;235;292;376;229
Sevilla;Celta;4;2;H;2;2;D;15;10;10;7;14;20;3;2;2;2;0;0;172;36;525;175;35;525;171;363;561;178;382;575;172;36;53
Ath Madrid;Barcelona;1;0;H;1;0;H;9;13;2;4;12;6;8;8;4;0;0;0;29;35;237;29;35;24;287;356;254;295;366;262;284;348;246
Oviedo;Getafe;0;0;D;0;0;D;15;8;5;3;16;22;3;4;3;4;1;0;34;3;235;35;295;235;347;302;249;363;315;254;34;297;24
Vallecano;Sociedad;0;1;A;0;0;D;2;14;0;4;14;14;1;6;2;1;0;0;4;38;185;46;35;183;442;393;184;465;397;19;439;364;184
Espagnol;Mallorca;1;3;A;0;1;A;16;9;6;3;16;14;5;3;4;3;0;0;21;32;38;205;31;41;219;319;398;221;326;41;214;311;382
Alaves;Valencia;2;2;D;2;0;H;13;13;3;5;21;16;4;5;1;1;0;0;27;32;28;265;32;28;271;32;285;278;33;292;267;314;28
Ath Bilbao;Betis;4;0;H;2;0;H;14;7;9;1;16;8;6;3;0;0;0;0;22;33;34;225;325;34;222;345;355;234;35;36;22;332;342
Mallorca;Levante;1;1;D;0;0;D;10;10;4;3;18;11;3;11;0;3;0;0;255;33;28;255;32;29;26;337;293;264;338;303;256;329;286
Elche;Vallecano;1;1;D;1;0;H;4;7;3;2;16;15;1;9;6;2;1;0;32;3;245;32;3;245;32;295;254;332;315;26;321;298;249
Valencia;Ath Madrid;0;1;A;0;0;D;5;14;2;6;12;15;2;7;2;5;0;0;475;38;172;5;375;172;497;394;176;52;394;178;486;374;174
Girona;Sevilla;0;1;A;0;0;D;5;16;1;4;14;9;1;10;4;3;0;0;4;33;2;39;325;205;436;339;2;45;343;205;409;331;199
Real Madrid;Alaves;1;2;A;0;1;A;20;11;9;6;8;17;12;9;2;3;0;0;133;525;9;133;525;9;136;55;937;138;575;955;135;53;865
Barcelona;Osasuna;4;0;H;2;0;H;20;10;11;5;8;12;5;3;1;0;0;0;125;6;11;126;625;105;125;662;1195;13;675;12;126;625;1074
Getafe;Ath Bilbao;1;1;D;0;1;A;11;5;3;2;16;23;3;2;2;4;0;0;28;29;28;285;29;285;293;301;288;295;304;31;277;291;29
Celta;Espagnol;3;1;H;1;1;D;17;9;8;2;14;13;8;0;4;3;1;0;2;35;375;2;35;375;201;361;403;208;361;409;2;344;387
Sociedad;Villarreal;1;1;D;1;1;D;8;10;4;2;18;12;4;4;5;3;0;0;21;36;34;215;34;34;214;369;352;225;372;358;212;356;338
Betis;Oviedo;0;2;A;0;0;D;7;11;3;6;13;14;6;2;2;1;0;0;175;375;45;175;375;475;179;381;491;189;387;491;179;368;457
Ath Bilbao;Celta;0;2;A;0;0;D;10;6;0;4;7;15;4;5;2;1;0;0;205;325;38;21;325;375;213;336;391;215;35;403;208;33;384
Levante;Getafe;3;0;H;2;0;H;12;9;8;0;12;13;5;5;2;7;0;2;29;31;255;28;32;265;299;318;268;3;33;272;292;31;261
Sevilla;Real Madrid;0;1;A;0;0;D;12;10;2;3;15;20;4;3;1;3;0;0;25;35;27;26;35;26;259;364;277;266;368;282;255;352;27
Ath Madrid;Mallorca;2;0;H;0;0;D;15;13;4;3;10;10;4;4;4;2;0;0;14;433;95;14;46;875;139;463;991;142;475;1075;139;451;942
Vallecano;Barcelona;2;1;H;1;0;H;7;21;3;8;10;7;5;13;0;2;0;0;85;5;136;775;525;136;841;564;137;87;58;141;81;519;136
Espagnol;Girona;3;3;D;1;1;D;15;16;6;7;12;16;4;2;2;0;0;0;23;31;34;245;31;31;249;309;313;255;326;34;245;309;316
Osasuna;Betis;0;2;A;0;0;D;10;12;0;5;16;12;2;5;3;2;0;0;262;33;27;275;33;26;275;338;276;286;348;279;271;327;267
Villarreal;Elche;0;0;D;0;0;D;12;3;3;0;16;13;4;0;3;2;0;0;13;55;95;133;525;925;135;541;885;138;575;995;134;527;896
Alaves;Sociedad;0;0;D;0;0;D;5;13;1;5;3;11;2;3;1;0;1;0;475;35;18;46;34;185;497;339;189;497;364;192;467;341;185
Oviedo;Valencia;0;0;D;0;0;D;19;6;3;4;15;10;8;0;3;2;0;0;245;31;31;245;31;31;251;317;303;26;336;316;249;316;3
Mallorca;Osasuna;3;2;H;1;2;A;11;13;6;6;14;18;3;3;4;5;0;0;25;31;3;24;31;32;26;302;327;265;312;329;255;299;312
Valencia;Ath Bilbao;2;2;D;1;0;H;11;13;2;5;19;16;0;10;2;6;0;0;325;31;235;32;31;24;338;322;24;338;328;245;321;313;239
Getafe;Sevilla;0;1;A;0;0;D;8;8;2;0;14;13;5;3;2;3;0;0;375;32;21;39;32;21;389;333;215;406;334;22;38;319;212
Girona;Alaves;1;0;H;0;0;D;11;3;3;1;14;20;5;2;1;4;0;0;22;32;35;225;325;34;224;332;363;23;336;366;223;321;345
Real Madrid;Ath Madrid;2;0;H;1;0;H;11;5;3;1;7;16;3;6;1;3;0;0;23;33;31;24;34;295;24;34;322;247;346;325;239;328;308
Sociedad;Oviedo;1;1;D;1;0;H;8;16;2;4;14;11;5;4;4;3;0;0;16;375;6;16;38;6;167;373;632;171;396;65;165;372;58
Betis;Villarreal;1;1;D;0;1;A;11;7;5;2;13;14;4;8;2;3;0;0;31;35;225;3;36;23;318;362;231;32;375;241;304;354;229
Elche;Espagnol;0;1;A;0;1;A;9;13;1;5;16;15;6;5;4;2;0;0;34;31;23;35;31;225;342;315;242;361;33;244;334;31;234
Barcelona;Levante;1;0;H;0;0;D;24;7;13;3;4;15;12;4;2;1;0;0;122;7;11;122;7;11;125;688;1121;129;7;12;125;66;1045
Celta;Vallecano;4;0;H;4;0;H;8;12;5;2;24;9;1;5;2;1;0;0;172;36;525;175;37;475;176;381;515;184;382;55;176;359;496
Real Madrid;Ath Bilbao;3;1;H;1;0;H;18;10;5;4;8;9;6;6;1;3;0;1;153;433;575;153;41;65;157;42;668;16;44;668;156;418;606
Barcelona;Sociedad;2;1;H;2;1;H;14;12;4;5;18;14;2;3;3;3;0;0;16;45;5;16;44;5;165;459;5;168;475;51;163;438;486
Ath Bilbao;Girona;2;0;H;0;0;D;10;6;3;1;9;16;5;5;0;3;0;1;19;33;433;195;325;44;195;338;462;209;345;464;195;33;437
Ath Madrid;Elche;3;1;H;1;0;H;12;8;6;3;13;14;2;5;1;2;0;0;12;6;19;122;575;18;122;625;1861;125;65;19;122;592;171
Barcelona;Valencia;2;2;D;1;1;D;25;12;9;4;10;14;8;3;4;2;0;0;13;6;85;13;6;875;133;594;943;135;65;98;131;586;876
Levante;Sociedad;2;1;H;1;1;D;13;15;5;5;19;14;3;4;2;1;0;0;34;34;215;37;34;205;365;34;22;375;358;221;352;337;213
Osasuna;Villarreal;1;3;A;0;2;A;6;13;1;6;17;16;2;2;2;2;1;0;36;34;21;37;34;205;377;342;215;377;351;22;358;333;213
Sevilla;Mallorca;1;1;D;1;0;H;14;12;3;5;14;10;7;7;3;4;0;0;153;375;75;153;39;725;155;409;747;158;42;75;154;394;702
Celta;Alaves;2;0;H;1;0;H;11;8;3;2;18;12;3;5;2;2;0;0;17;4;475;17;4;475;172;402;511;179;405;512;172;387;477
Espagnol;Betis;2;0;H;2;0;H;8;14;3;1;21;16;1;10;3;4;0;0;245;34;287;25;33;285;262;341;287;265;345;291;255;331;28
Vallecano;Getafe;0;2;A;0;1;A;8;6;1;4;6;22;2;4;1;6;0;0;33;29;245;33;29;25;345;295;255;359;3;259;334;286;248
Oviedo;Real Madrid;1;3;A;1;2;A;10;11;3;5;11;7;4;4;1;0;0;0;65;42;15;65;4;155;678;416;157;7;442;159;636;412;154
Elche;Osasuna;2;2;D;0;1;A;7;15;2;6;8;17;4;4;1;2;0;1;33;3;237;325;31;24;345;305;247;345;312;255;333;3;242
Valencia;Sevilla;0;1;A;0;0;D;10;19;4;3;11;17;3;5;3;2;0;0;375;34;2;36;35;205;391;344;21;391;358;22;373;337;208
Girona;Levante;1;1;D;1;0;H;11;9;2;1;10;17;10;3;2;3;0;0;262;34;26;26;34;27;276;338;275;28;349;282;27;333;267
Sociedad;Ath Madrid;0;2;A;0;0;D;6;8;1;3;20;17;5;5;3;3;0;0;33;32;225;325;32;235;334;32;244;347;328;248;328;314;237
Mallorca;Barcelona;0;3;A;0;2;A;12;21;5;10;12;10;4;5;1;2;0;0;7;54;136;725;5;14;743;517;143;85;55;147;745;504;14
Villarreal;Ath Bilbao;1;1;D;0;1;A;17;9;6;3;10;18;6;4;1;1;0;0;2;34;38;2;35;38;202;345;418;204;35;42;199;338;403
Getafe;Celta;1;1;D;1;1;D;6;2;3;1;17;16;1;4;3;3;0;0;275;3;28;27;31;28;277;318;271;285;328;28;277;311;272
Real Madrid;Espagnol;2;0;H;0;0;D;23;10;6;1;13;11;8;1;2;1;0;0;133;525;9;134;55;825;133;572;99;138;6;10;133;541;888
Alaves;Oviedo;2;1;H;2;1;H;13;8;3;4;10;14;2;7;4;2;0;0;275;287;29;28;285;29;282;301;298;285;315;302;276;293;29
Betis;Vallecano;1;0;H;0;0;D;6;6;1;3;18;9;5;5;1;1;0;0;19;35;41;185;35;45;195;345;452;197;358;47;19;34;438
Sevilla;Villarreal;2;0;H;1;0;H;10;6;3;2;13;14;4;7;1;4;0;0;225;33;325;22;33;34;23;333;347;235;341;36;225;326;341
Barcelona;Oviedo;1;1;D;0;0;D;16;9;5;3;6;15;5;7;0;2;0;0;128;575;95;13;575;925;128;616;103;133;65;12;129;588;1011
Vallecano;Mallorca;0;0;D;0;0;D;8;7;3;1;14;13;1;6;3;2;0;0;287;29;275;29;29;275;298;29;293;31;302;297;29;289;283
Levante;Betis;4;3;H;3;1;H;10;19;5;7;9;14;3;6;3;2;1;0;24;34;29;24;33;3;252;351;294;253;36;309;243;342;293
Espagnol;Valencia;2;1;H;1;1;D;24;16;5;6;16;15;6;6;4;4;1;2;22;33;34;22;325;325;229;347;336;233;348;356;223;333;332
Ath Madrid;Getafe;1;0;H;1;0;H;10;10;3;2;7;12;5;2;2;3;0;0;144;42;85;144;4;8;147;429;9;152;455;9;146;412;828
Celta;Girona;2;1;H;1;0;H;15;17;6;6;19;8;0;5;2;0;0;0;175;375;46;172;36;475;178;381;5;183;39;5;177;37;467
Elche;Real Madrid;1;1;D;0;1;A;6;14;3;6;8;18;2;3;1;4;0;0;10;65;125;10;575;126;1093;605;129;12;675;133;1049;583;128
Ath Bilbao;Sociedad;0;1;A;0;1;A;4;13;0;3;23;18;2;4;5;4;0;0;3;32;25;29;31;25;306;322;26;315;332;264;297;313;255
Osasuna;Alaves;1;1;D;0;0;D;8;15;3;1;12;9;5;4;3;4;1;0;235;325;31;23;32;31;242;333;324;246;336;335;237;323;314
Villarreal;Levante;2;1;H;1;0;H;12;9;7;2;12;11;3;5;1;1;0;0;165;38;55;162;39;575;165;398;606;17;418;606;164;392;549
Betis;Sevilla;1;1;D;0;0;D;16;6;3;2;15;18;2;1;5;2;0;0;39;35;195;39;34;2;398;362;202;4;363;21;383;346;201
Getafe;Mallorca;0;1;A;0;1;A;11;8;4;2;13;13;5;9;3;2;0;0;195;31;45;2;32;42;204;323;45;21;325;457;201;312;432
Real Madrid;Celta;2;0;H;1;0;H;9;6;2;1;14;14;1;5;4;2;0;0;144;475;65;144;475;6;15;492;636;153;525;66;149;475;612
Ath Bilbao;Elche;1;0;H;1;0;H;13;5;2;2;15;13;5;4;2;1;0;0;15;38;8;15;4;75;154;401;8;161;415;8;153;389;728
Alaves;Ath Madrid;1;2;A;0;1;A;4;8;1;4;14;12;1;5;0;2;1;0;7;375;153;65;39;157;719;381;16;725;401;163;67;376;158
Oviedo;Espagnol;2;0;H;0;0;D;15;6;7;3;10;9;4;2;2;1;0;0;237;3;33;24;32;31;245;32;331;256;326;334;243;31;318
Sociedad;Osasuna;1;1;D;0;1;A;8;6;2;2;15;8;7;2;1;1;0;0;153;4;65;155;41;625;157;425;655;164;45;665;157;407;605
Girona;Barcelona;0;1;A;0;1;A;4;20;4;7;12;11;2;6;1;0;0;0;65;475;144;65;46;148;652;475;151;7;5;153;638;47;147
Valencia;Vallecano;1;1;D;0;0;D;11;9;4;2;11;17;9;7;2;2;0;0;2;34;375;205;35;36;202;363;397;211;363;408;202;343;381
Ath Bilbao;Barcelona;2;3;A;1;2;A;8;13;3;9;10;6;3;4;2;1;0;0;42;36;183;433;39;172;439;385;187;46;394;19;433;375;182
Celta;Villarreal;0;4;A;0;4;A;8;15;3;6;15;18;3;4;1;0;0;0;34;33;22;325;32;23;355;333;227;357;342;235;342;325;225
Sevilla;Sociedad;3;2;H;2;2;D;12;10;7;4;8;18;2;9;0;3;0;0;22;31;36;225;3;37;231;31;376;233;325;395;224;31;363
Espagnol;Barcelona;0;4;A;0;3;A;8;13;4;4;16;3;4;1;2;3;1;0;65;525;14;575;525;145;71;543;143;72;544;147;675;506;142
Osasuna;Real Madrid;0;0;D;0;0;D;8;9;2;1;9;3;2;4;0;0;0;0;65;475;145;725;425;148;718;449;151;73;475;154;68;444;149
Levante;Oviedo;2;1;H;0;0;D;4;17;2;4;12;8;4;9;2;0;0;0;225;34;32;235;34;3;233;356;32;237;358;332;229;342;314
Vallecano;Alaves;3;1;H;1;1;D;10;5;7;2;17;10;4;1;1;4;0;1;27;29;3;27;29;3;274;295;315;28;301;317;27;289;302
Mallorca;Valencia;0;1;A;0;0;D;11;17;4;6;14;14;0;4;2;3;0;0;237;325;31;245;325;3;246;329;321;252;336;321;244;321;308
Elche;Getafe;1;3;A;1;1;D;7;14;4;7;14;16;1;7;4;2;1;0;433;29;21;44;285;21;48;286;215;48;313;223;44;285;213
Girona;Betis;0;2;A;0;0;D;10;15;3;5;12;13;3;6;2;2;0;1;28;33;255;28;33;255;294;339;258;295;345;272;284;331;255
Espagnol;Osasuna;2;0;H;2;0;H;9;15;2;3;16;17;4;4;1;4;0;0;23;31;34;23;31;34;233;312;365;241;315;368;232;306;348
Ath Madrid;Sevilla;2;0;H;1;0;H;5;13;4;2;14;11;3;12;2;0;0;0;19;32;45;191;32;46;197;321;487;201;334;487;195;318;461
